Place_Id,Place_Name,Description,Category,City,image_urls
246,Curug Tilu Leuwi Opat,"Curug Tilu Leuwi Opat merupakan salah satu wisata curug di Lembang. Tempatnya sendiri cukup luas. Disini ada area outbond, camping, dan tentunya wisata air terjun dan sungai. Area depan berupa lembah dengan sungai jernih. Biasanya outbond, camping, dan permainan dilakukan di area ini. Lokasi curug tilu leuwi opat sebenarnya bertetangga langsung dengan Dusun Bambu lho. Pernah ke dusun bambu? jika naik ke skywalk lutung kasarung, atau mengunjungi area camping, anda bisa melihat lembah yang berbatasan langsung dengan dusun bambu. Nah, lembah itu termasuk ke dalam area wisata curug tilu leuwi opat. Di lembah ini mengalir sungai dengan air jernih yang bersumber dari Situ Lembang.",Cagar Alam,Bandung,https://wisatalova.com/wp-content/uploads/2016/11/curug-tilu-leuwi-opat.jpg|https://assets.pikiran-rakyat.com/crop/0x0:0x0/1200x675/photo/2022/06/11/409054320.jpeg|https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2024/01/07/1462328056.jpg
247,Kiara Artha Park,"Kiara Artha Park merupakan sebuah kawasan terpadu yang memadukan konsep hunian, bisnis, komersial, dan wisata yang ikonik di Kota Bandung dengan luas + 2.9 hektar. Kiara Artha Park sendiri merupakan salah satu dari sekian banyak  ruang publik bertemakan Taman Kota yang ada di Bandung yang terletak di tengah Kota Bandung . Taman ini melengkapi taman-taman tematik lainnya yang sudah ada di Kota Bandung. Taman  kota ini  kini menjadi salah satu tujuan wisata warga Bandung khususnya dan  bagi masyarakat umum. Meskipun Taman ini baru dibuka yaitu pada tanggal 17 Agustus 2019, warga Bandung  dan masyarakat sangat antusias datang dan menikmati berbagai aktivitas dan wahana yang ada.",Taman Hiburan,Bandung,https://dirgantaracarrental.com/wp-content/uploads/2023/02/Destinasi-Menarik-di-Taman-Kiara-Artha-Park.jpg
248,NuArt Sculpture Park,"NuArt Sculpture Park ini merupakan sebuah gallery miliki seorang seniman ternama di Bandung yang bernama Nyoman Nuarta. Terlahir di Tabanan Bali, Nyoman Nuarta akhirnya menetap di Bandung. Dan ada fakta menarik dari seniman berkelas internasional tersebut, dimana ia dahulu rupanya lulusan dari Fakultas Seni Rupa dari perguruan tinggi ternama di Bandung yakni ITB pada tahun 1979 silam. Kehlian Nyoman Nuarta sebagai seorang maestro pemahat dan juga pematung hebat memang sudah dikenal secara internasional, maka dari itu ia pun membuat NuArt Sculpture Park ini untuk memamerkan semua karya seni yang ia miliki selama ini.",Taman Hiburan,Bandung,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/2c/2b/3f/main-lobby.jpg
249,Upside Down World Bandung,"Upside Down World Bandung pertama kali dibuka pada 10 Oktober 2016 dengan konsep yang sangat unik. Semua furnitur yang berada di Upside Down World ini dipasang terbalik seolah pengunjung berada di langit-langit ruangan. Dengan konsep rumah terbaik tempat wisata ini memiliki keunikan tersendiri. Pengunjung yang datang ke sini kebanyakan para kawula muda yang ingin berfoto dengan latar yang tak biasa. Di dalam bangunan ini terdapat sepuluh ruangan dengan tema yang berbeda-beda layaknya di dalam sebuah rumah. Ada ruang tamu, kamar tidur anak, ruang keluarga, ruang santai, dapur, kamar mandi, dan lain sebagainya. Pengunjung bisa mengambil gambar pada semua ruangan dan hasil foto dapat dicetak di layanan cetak foto. Jika pengunjung merasa tak biasa dan bingung harus bergaya foto seperti apa, maka akan ada petugas yang dapat mengarahkan gayanya. Atau dengan melihat hasil foto para pengunjung sebelumnya yang dipasang di ruangan itu.",Taman Hiburan,Bandung,https://i2.wp.com/blog.tripcetera.com/id/wp-content/uploads/2019/08/upside-down-world-bandung.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/be/92/a0/20161127-102657-largejpg.jpg|https://cozzy.id/uploads/0000/630/2024/07/21/cozzyid-hotel-murah-hotel-terdekat-penginapan-murah-penginapan-terdekat-booking-hotel-weekend-pengalaman-unik-di-upside-down-world-bandung-sumber-gambar-marjayatrans.png
250,Pesona Nirwana Waterpark & Cottages,"Pesona Nirwana Waterpark merupakan sebuah objek wisata wahana air seluas 4000 meter persegi yang berlokasi di Kampung Legok Jeungjing, Desa Panyirapan, Kecamatan Soreang, Kabupaten Bandung. Berjarak sekitar 1 Km dari Kantor Pemda Kabupaten Bandung. Lokasi wisata ini dibuka untuk umum setiap hari dan bisa menjadi alternatif pilihan lokasi wisata Kabupaten Bandung selain kawasan wisata Ciwidey  Lokasi Pesona Nirwana Waterpark merupakan bekas kawasan tambang galian C dengan tebing curam di hampir sebagian lokasinya dan merupakan bagian dari rencana resort ramah lingkungan dengan total target pembangunan seluas 4 hektar. Pemilik dari Pesona Nirwana Waterpark adalah I Nyoman Nuarta, seorang pematung asal Bali yang juga terkenal sebagai tokoh pelestarian lingkungan",Taman Hiburan,Bandung,https://cdn.wisata.app/diary/df537c3c-33df-4768-a25e-30ca33026b75.jpg
251,Taman Lansia,"Berlibur santai di akhir pekan cocok dilakukan dengan menghabiskan waktu di taman. Salah satu taman yang dapat menjadi tujuan wisata adalah Taman Lansia Bandung. Lansia merupakan singkatan dari Lanjut Usia. Meski begitu, taman ini tidak dikhususkan untuk para lansia, namun untuk semua kalangan. Nama lansia kemungkinan diberikan karena usia taman ini yang sudah sangat tua. Bahkan, usianya sudah ratusan tahun, karena sudah ada sejak tahun 1885.",Taman Hiburan,Bandung,https://ik.imagekit.io/tvlk/blog/2025/02/shutterstock_2549242409.jpg|https://awsimages.detik.net.id/community/media/visual/2023/03/07/taman-lansia-di-kota-bandung-1_169.jpeg
252,Kampoeng Tulip,"Kampoeng Tulip ialah salah satu objek wisata di Bandung yang lokasinya dipenuhi dengan bunga-bunga tulip yang sangat indah. Tulip sendiri adalah bunga cantik yang identik dengan Negara Kincir Angin yaitu Belanda. Jika Anda ingin menyaksikan bunga tulip, Anda tidak perlu jauh-jauh ke Belanda. Melainkan, cukup pergi ke kota Bandung saja, Anda sudah bisa menemuinya. Lokasi wisata ini memiliki banyak pengunjung, mulai dari wisatawan dalam kota maupun luar kota.",Taman Hiburan,Bandung,https://dirgantaracarrental.com/wp-content/uploads/2019/07/kampoeng-tulip-Dirgantara-Car-Rental.jpg|https://labirutour.com/wp-content/uploads/2021/03/Kampung-Tulip-450x300.jpg|https://www.mediajabar.com/wp-content/uploads/2023/07/kampung-tulip-Bandung.webp
253,Selasar Sunaryo Art Space,"Selasar Sunaryo Art Space (SSAS) adalah sebuah ruang dan organisasi nirlaba yang bertujuan mendukung pengembangan praktik dan pengkajian seni dan kebudayaan visual di Indonesia. Dididirikan pada tahun 1998 oleh Sunaryo, SSAS aktif menyelenggarakan kegiatan-kegiatan yang berorientasi pada edukasi publik. Dengan arahan & dukungan dari Yayasan Selasar Sunaryo, fokus utama SSAS adalah pada penyelenggaraan program-program seni rupa kontemporer, melalui pameran, diskusi, residensi & lokakarya. Sebagai pusat kebudayaan, SSAS menyelenggarakan kegiatan-kegiatan yang berhubungan dengan disiplin-disiplin seni lain seperti desain, kriya, seni pertunjukan, sastra, arsitektur, dan lain sebagainya. Selain memajang koleksi permanen, SSAS juga menyelenggarakan pameran-pameran tunggal atau bersama yang menampilkan karya-karya para seniman muda dan senior, dari Indonesia maupun mancanegara.",Taman Hiburan,Bandung,https://atourin.obs.ap-southeast-3.myhuaweicloud.com/images/destination/bandung/selasar-sunaryo-art-space-profile1695388648.jpeg|https://www.nchiehanie.com/wp-content/uploads/2022/03/SSAS.jpg
254,Teras Cikapundung BBWS,"Teras Cikapundung Bandung sebelumnya merupakan daerah yang kumuh dan tak terurus yang berhasil diubah menjadi tempat wisata. Cikapundung adalah sungai yang membelah Kota Bandung yang dimulai dari daerah Bandung Utara dan bermuara di Sungai Citarum, Bandung Selatan. Sebelumnya, taman ini merupakan tempat berkumpulnya orang-orang kreatif seperti para seniman yang ada di Bandung. Terdapat beberapa sanggar seni dan ramainya warung makan di tempat ini, sampai pada akhirnya terlantar dan dibiarkan kotor. Kini Teras Cikapundung Bandung telah berubah menjadi tempat wisata terbuka untuk umum dengan konsep ekologi dan urban. Berbagai fasilitas menarik tersedia di Teras Cikapundung dan bisa digunakan pada saat rekreasi ke obyek wisata yang satu ini. Dilengkapi dengan kolam ikan dan lampu-lampu, membuat taman ini sangat cantik dikunjungi pada malam hari. Terlebih suasananya yang ramai membuat para pengunjung lupa bahwa dulunya tempat ini pernah dijuluki sebagai “tempat jin buang anak”.",Taman Hiburan,Bandung,https://awsimages.detik.net.id/community/media/visual/2024/05/16/wajah-cikapundung-yang-kembali-terlihat-lebih-indah_169.jpeg|https://img.sokoguru.id/backend/1693374851970406582/kini-teras-cikapundung-kota-bandung-mirip-destinasi-wisata-di-seoul.webp|https://dvgddkosknh6r.cloudfront.net/live/media/img/1715516756-minggu8.jpeg
255,Museum Barli,"Museum Barli adalah sebuah museum yang terletak di Kota Bandung. Museum ini didedikasikan untuk mengenang dan memamerkan hasil karya pelukis Barli Sasmitawinata. Museum ini didirikan pada tahun 1990 dan diresmikan pada Oktober 1992 oleh Soesilo Soedarman, Menteri Pariwisata, Pos, dan Telekomunikasi pada waktu itu. Awalnya museum ini tidak dibuka untuk umum. Namun, saat ini museum dapat dikunjungi oleh siapa saja. Museum ini juga menjadi tempat dari berbagai kegiatan seni seperti pameran karya seni rupa, penjualan karya, diskusi dan sarasehan, pelatihan studio keramik dan lukis.",Budaya,Bandung,https://atourin.obs.ap-southeast-3.myhuaweicloud.com/images/destination/bandung/museum-barli-profile1695385928.jpeg|https://cnc-magazine.oramiland.com/parenting/images/Cafe_Museum_Barli.width-800.format-webp.webp
256,Wisata Batu Kuda,"Kawasan Batu Kuda berupa perbukitan dengan hutan pinus yang indah. Berada di ketinggian antara 1150 sampai dengan 1300 mdpl, segarnya pegunungan Bandung bisa anda dapatkan disini. Batu Kuda berada di bawah pengawasan Perhutani langsung. Dulu tempat ini terkesan apa adanya. Tapi sekarang sudah jauh lebih tertata. Biasanya, tempat ini jadi tujuan wisata keluarga warga sekitarnya saja. Tapi sekarang, sudah lebih dikenal dan lebih banyak dikunjungi wisatawan juga.",Cagar Alam,Bandung,https://awsimages.detik.net.id/community/media/visual/2024/05/17/kawasan-wisata-batu-kuda-di-cibiru-wetan-bandung-2_169.jpeg|https://cnc-magazine.oramiland.com/parenting/images/wisata-batu-kuda_iweCAwZ.width-800.format-webp.webp|https://cnc-magazine.oramiland.com/parenting/images/wana-wisata-batu-kuda.width-800.format-webp.webp
257,Monumen Bandung Lautan Api,"Monumen Bandung Lautan Api, merupakan monumen yang menjadi markah tanah Bandung. Monumen ini setinggi 45 meter, memiliki sisi sebanyak 9 bidang. Monumen ini dibangun untuk memperingati peristiwa Bandung Lautan Api, dimana terjadi pembumihangusan Bandung Selatan yang dipimpin oleh Muhammad Toha. Monumen ini berada di tengah-tengah kota yaitu terletak di kawasan Lapangan Tegallega. Monumen ini menjadi salah satu monumen terkenal di Bandung. Monumen ini menjadi pusat perhatian setiap tanggal 23 Maret mengenang peristiwa Bandung Lautan Api.",Budaya,Bandung,https://cdn-1.timesmedia.co.id/images/2022/09/01/Monumen-Bandung-Lautan-Api.jpg|https://cda.1001malam.com/uploads/landmarks/monumenbandunglautanapi_bandung_381.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/05/f9/47/caption.jpg
258,Museum Gedung Sate,"Salah satu museum yang menjadi ikon kota ini adalah Museum Gedung Sate. Museum yang berada di gedung yang sama dengan kantor dinas Gubernur Jawa Barat ini dibangun pada masa kolonial oleh arsitek Belanda, Johan Gerber. Diresmikan pada 8 Desember 2017 dan mengusung 'Smart Museum', Museum Gedung Sate ini menjadi museum interaktif pertama di Indonesia. Konsep tersebut memberikan panduan informasi mengenai bangunan bersejarah menggunakan teknologi digital.",Budaya,Bandung,https://cdn.antaranews.com/cache/1200x800/2022/02/01/20220201_181339.jpg|https://awsimages.detik.net.id/community/media/visual/2017/12/06/95f8b635-3508-4908-9eb6-179cbfbb9780_169.jpg
259,Monumen Perjuangan Rakyat Jawa Barat,"Monumen Perjuangan Rakyat Jawa Barat (Monju) adalah Museum Sejarah Perjuangan Rakyat Jawa Barat, di Tatar Pasundan atau Parahyangan. Monumen diresmikan oleh Gubernur Jawa Barat, Raden Nana Nuriana pada tanggal 23 Agustus 1995.",Budaya,Bandung,https://static.republika.co.id/uploads/images/xlarge/070264300-1701082032-1280-856.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/06/73/3a/het-monument-perjuangan.jpg
260,Museum Pos Indonesia,"Museum Pos Indonesia telah ada sejak masa Hindia Belanda dengan nama Pos Telegraph dan Telepon (PTT). Pada tahun 1931 telah dibuka Museum PTT yang terletak di bagian sayap kanan bawah Gedung Kantor Pusat PTT, Jalan Cilaki, nomor 55, Bandung, (sekarang nomor 73). Atau tepatnya di sayap timur gedung pusat pemerintahan Provinsi Jawa Barat yang lebih terkenal dengan Gedung Sate. Pada 27 September 1983, Menteri Pariwisata, Pos dan Telekomunikasi meresmikan PTT menjadi Museum Pos Indonesia. Koleksi museum ini terdiri atas prangko-prangko dari Indonesia dan berbagai negara yang sangat bersejarah, dengan jumlah mencapai 131.000.000 keping perangko dan 200 koleksi peralatannya, yakni berupa timbangan paket, alat cetak perangko, surat-surat berharga, armada pengantar surat, dan lain sebagainya. Selain menyimpan peninggalan pos tersebut dalam ruang pamer, Museum ini juga memiliki ruang social center yang dapat diperuntukan bagi aneka kegiatan.",Budaya,Bandung,https://admin-piol.posindonesia.co.id/media/pages-museum.jpg|https://atourin.obs.ap-southeast-3.myhuaweicloud.com/images/destination/bandung/museum-pos-indonesia-profile1695299159.jpeg|https://awsimages.detik.net.id/community/media/visual/2023/03/16/museum-pos-indonesia-2_43.jpeg
261,Ciwangun Indah Camp Official,"Ciwangun Indah Camp atau CIC adalah sebuah tempat rekreasi berkonsep petualangan alam dan outbound. Tempat ini terletak di kecamatan Parongpong Kabupaten Bandung Barat, bersebelahan dengan dusun bambu. Dengan latar alam hutan di bawah kaki gunung Burangrang, CIC layak dijadikan destinasi wisata. Dengan tempat yang masih terjaga keindahan alamnya, beberapa aktivitas bisa dilakukan di CIC. Aktivitas yang cocok untuk dilakukan di CIC adalah kegiatan yang berbasis petualangan alam. Berikut beberapa kegiatan yang cocok untuk dilakukan di Ciwangun Indah Camp.",Cagar Alam,Bandung,https://www.esatu.id/wp-content/uploads/2024/03/Ciwangun-Indah-Camp.jpg|https://sky-adventure.com/wp-content/uploads/2019/07/Ciwangun-Indah-Camp-CIC-Tempat-Outbound-di-Bandung-Barat-0-wwww.sky-adventure.com-1.jpg|https://www.bandung-outbound.com/wp-content/uploads/2018/01/ciwangun-indah-camp-lembang.jpg
262,Wot Batu,"Wot Batu adalah sebuah konfigurasi energi yang hadir dari perjalanan spiritualitas dan transendental Sunaryo. Dalam ruang terbuka seluas ±2000 m2 dengan rangkaian 135 +1, batu-batu ditanam dan ditata secara konseptual dan harmoni. Sunaryo menarik garis dari pegunungan di sekitar Bandung, dan dari garis itu dibawanya batu-batu vulkanik sebagai medium mahakarya yang tak lekang oleh waktu. Setiap pahatan, tatahan, dan pecahan bukanlah hasil dari usaha untuk mengubah batu, namun untuk menorehkan catatan untuk sebuah peradaban – warisan dari abad ke-21 untuk masa yang akan datang. Sunaryo menciptakan Wot Batu sebagai ‘jembatan spiritual’: penyeimbang antara jiwa manusia dengan wujud ragawi kehidupan, sebagai penghubung di antara empat elemen alam. Dalam Wot Batu, tanah, api, air dan angin berbicara satu sama lain dalam harmoni. Wot Batu menyampaikan gagasan tentang ruang dan waktu – sebuah penyadaran tentang eksistensi manusia dalam dimensi alam yang tak berbatas.",Cagar Alam,Bandung,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/fd/da/78/batu-air-wot-batu-bandung.jpg|https://awsimages.detik.net.id/community/media/visual/2020/06/23/wat-batu-bandung.jpeg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/e6/88/f2/wot-batu.jpg
263,Curug Batu Templek,"Curug Batu Templek Bandung adalah sebuah wisata alam air terjun yang terletak di Kota Bandung Timur. Dari sekian banyak wisata alam air terjun di Bandung, Curug Batu Templek tak kalah menarik karena pemandangan di sekitarnya dipenuhi dengan terbing yang berbatu cadas. Sejarah Curug Batu Templek sangat sederhana, hanya karena di tempat ini dahulunya terdapat penambangan batu yang terdapat sebuah aliran air terjun dan diketahui aliran tersebut berasal dari sungai yang ada di atas tebing sehingga dinamakan Curug Batu Templek.",Cagar Alam,Bandung,https://awsimages.detik.net.id/community/media/visual/2022/11/25/wisata-curug-batu-templek-di-bandung-2_169.jpeg|https://awsimages.detik.net.id/community/media/visual/2022/11/25/wisata-curug-batu-templek-di-bandung_169.jpeg
264,Gereja Katedral Santo Petrus Bandung,"Gereja Katedral Bandung, atau Katedral Santo Petrus, adalah sebuah gereja yang terletak di Jalan Merdeka, Babakanciamis, Sumurbandung, Bandung, Indonesia. Bangunan ini dirancang oleh Charles Prosper Wolff Schoemaker dan bergaya arsitektur neo-Gothic akhir. Dilihat dari atas, bentuknya menyerupai salib yang simetris. Katedral Santo Petrus mempunyai luas tanah sebesar 2.385 m² dan luas bangunan sebesar 785 m². Gerejanya sendiri diberi nama St. Franciscus Regis pada tanggal 16 Juni 1895. Setelah Bandung memperoleh status gemeente (setingkat kotamadya) pada 1906, diputuskan untuk membangun bangunan gereja baru. Pembangunan bangunan yang baru dilaksanakan sepanjang tahun 1921. Katedral ini lalu diberkati pada 19 Februari 1922 oleh Mgr. Edmundus Luypen, S.J.",Tempat Ibadah,Bandung,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/b9/02/f9/gereja-katerdral-bandung.jpg|https://ik.imagekit.io/tvlk/blog/2024/09/shutterstock_1960698661.jpg
265,Museum Mandala Wangsit Siliwangi,"Museum Wangsit Mandala Siliwangi adalah museum militer yang berada di Kota Bandung, Jawa Barat. Siliwangi merupakan nama komando daerah militer TNI-AD di Jawa Barat dan Banten yang namanya diambil dari raja dari Kerajaan Sunda yang beribu kota di Pakuan Pajajaran yang kekuasaanya konon tak terbatas, juga arif dan bijaksana serta wibawa dalam menjalankan roda pemerintahan. Sedangkan arti Mandala Wangsit merupakan sebuah tempat untuk menyimpan amanat, petuah atau nasihat dari pejuang masa lalu kepada generasi penerus melalu benda-benda yang ditinggalkannya. Museum ini diresmikan oleh panglima divisi Siliwangi Kolonel Ibrahim Adjie pada tanggal 23 Mei 1966. Museum ini berlokasi di Jalan Lembong, kecamatan Sumurbandung. Jalan ini diambil dari nama Letkol Lembong, salah satu prajurit Siliwangi yang menjadi korban dalam Peristiwa Kudeta Angkatan Perang Ratu Adil. Sebelumnya jalan itu bernama Oude Hospitaalweg.",Budaya,Bandung,https://awsimages.detik.net.id/community/media/visual/2024/06/15/museum-mandala-wangsit-bandung_43.jpeg|https://indonesiakaya.com/wp-content/uploads/2020/10/1269_Kendaraan_perang_yang_dipajang_di_halaman_depan_Museum_Mandala_Wangsit_Siliwangi.jpg
266,Caringin Tilu,"Bandung tidak pernah kehilangan pesonanya, wisata alamnya selalu membius wisatawan untuk berkunjung. Caringin Tilu salah satunya, wisata dengan pemandangan alam yang indah. Pemandangan Kota Bandung yang terhampar 180 derajat. Tempat favorit wisatawan di kawasan wisata ini adalah Bukit Moko. Dimana di sana tersedia banyak kafe dan tempat makan yang siap menemani libur santai wisatawan. Siang hari, pemandangan alam indah disuguhkan, dan malam hari saatnya digantikan pemandangan lampu kota.",Cagar Alam,Bandung,https://awsimages.detik.net.id/community/media/visual/2020/11/07/wisata-kuliner-caringin-tilu-bandung-6_169.jpeg
267,Panama Park 825,"Panama Park Bandung menjadi salah satu tempat bermain di Bandung, Jawa Barat. Wahana rekreasi yang disebut-sebut terbesar di Bandung ini dibuka sejak Mei 2019 lalu. Ada beberapa permainan yang ditawarkan di arena ini, misalnya playground hingga snow park yang berisi salju. Pengguna pun bisa merasakan sensasi salju sebenarnya.",Taman Hiburan,Bandung,https://cdns.klimg.com/newshub.id/hyperlocal/bandung.merdeka.com/news/2019/06/28/166071/panama-park-825-bandung-miliki-wahana-salju-hingga-playground--190628f.jpg
268,Sudut Pandang Bandung,"Sudut Pandang Cafe Bandung merupakan sebuah destinasi wisata baru di kawasan Pluncut. Sudut Pandang Cafe Bandung ini sendiri tepatnya berada di kawasan Sarae Hills di Jalan Pagermaneuh, RT 05/RW 07, Pagerwangi, Lembang, Kabupaten Bandung Barat, Jawa Barat. Sebagai informasi, Sarae Hills merupakan kawasan wisata di Punclut yang memadukan wisata alam, wisata kuliner, wisata selfie dan kegiatan outbound. Di kawasan ini, kamu bisa berlibur bersama teman atau keluarga sambil menikmati pemandangan alam serta Bandung city view. Sebelumnya Sarae Hills telah bekerja sama dengan beberapa tempat wisata yakni Tafso Barn, Lereng Anteng, De BlankON, Dago Bakery, Cakrawala Sparkling Nature, dan D’Dieuland. Nah, mulai tanggal 5 September kemarin, Sarae Hills dihiasi dengan sebuah cafe yang tak lain adalah Sudut Pandang Cafe Bandung.",Taman Hiburan,Bandung,https://bobobox.com/blog/wp-content/uploads/2020/11/121506552_1519189118266519_7284466562776857904_n.jpg|https://i0.wp.com/javawisata.com/wp-content/uploads/2020/12/feemmy__.jpg|https://indonesia.tripcanvas.co/id/wp-content/uploads/sites/2/2020/09/29-Sudut-pandang-Bandung-web-feature.jpg
269,Bumi Perkemahan Batu Kuda,"Bumi Perkemahan Batu Kuda ini terletak di Desa Cibiru Wetan, Kecamatan Cileunyi, Kabupaten Bandung, tepatnya berada di kaki gunung Manglayang. Area Batu Kuda sendiri cukup terkenal di kalangan masyarakat sekitar. Selain karena merupakan titik pertama bagi para pendaki yang hendak melanjutkan perjalanan ke puncak gunung Manglayang, konon pada zaman dahulu, seorang prabu dari sebuah kerajaan di Jawa Barat yang bernama Prabu Layang Kusuma sedang menunggangi kuda nya yang bisa terbang di sekitar gunung Manglayang. Dan secara tiba – tiba kuda yang ditunggangi sang Prabu terjerembab ke dalam kubangan. Sekuat apapun usaha kuda tersebut untuk keluar dari kubangan tersebut tidak membuahkan hasil. Hingga lambat laun kuda milik sang Prabu yang terjerembab tersebut berubah menjadi batu. Maka batu tersebut disebut lah dengan istilah Batu Kuda. Selain itu, sang Prabu sendiri memilih untuk bertapa di dekat Batu Kuda, dan kini tempat sang Prabu bertapa dikenal dengan nama Batu Kursi. Area perkemahan Batu Kuda yang terbilang cukup luas, membuat anda tidak perlu khawatir kehabisan titik berkemah. Tak hanya itu, anda bisa melihat pohon – pohon pinus yang menjulang sejauh mata memandang. Selain digunakan untuk tempat berkemah para pendaki, anda pun bisa mengajak keluarga anda saat liburan. Karena area ini terbuka untuk anda sekeluarga yang sekedar ingin berjalan – jalan menikmati hutan pinus, ataupun menghabiskan malam dengan tidur di hotel bertabur bintang.",Cagar Alam,Bandung,https://awsimages.detik.net.id/community/media/visual/2021/02/04/dev-sensasi-camping-di-wana-wisata-batu-kuda-bandung-dan-kisah-di-baliknya.jpeg
270,Bukit Bintang,"Bukit Bintang (Melayu [bu.ket̚ bi.ntaŋ]; disebut dengan nama Bintang Walk atau Starhill, yang terakhir menjadi terjemahan dari nama Melayu) adalah nama dari distrik perbelanjaan dan hiburan di Kuala Lumpur, Malaysia. Daerah ini meliputi Jalan Bukit Bintang dan daerah disekitarnya. Daerah ini telah lama menjadi pusat ritel paling menonjol di Kuala Lumpur yang merupakan rumah bagi banyak pusat perbelanjaan terkenal, kafe al fresco, bar megah, pasar malam, serta jajanan-jenis restoran. Daerah ini populer di kalangan wisatawan dan penduduk lokal, terutama di kalangan pemuda. Sebuah bagian dari Bintang Walk identik disebut sebagai ""Arab Street"".",Cagar Alam,Bandung,https://cdn0-production-images-kly.akamaized.net/nK2Eq9k0KOHkMV0UwzGaLi1fSBw\u003d/800x450/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/1417680/original/074176800_1480142991-1.jpg|https://awsimages.detik.net.id/community/media/visual/2020/10/30/bukit-bintang-bandung-7_169.jpeg
271,Taman Vanda,"Taman Vanda Bandung adalah taman yang terletak di Kota Bandung, Jawa Barat. Taman ini memiliki latar belakang pemandangan air mancur pada malam hari. Pada malam hari dipasang air mancur di 20 titik dengan sorot lampu warna-warni yang memesona. Untuk melengkapi masyarakat Bandung yang ingin bersantai, di Taman Vanda disediakan bangku-bangku taman. Pepohonan rimbun yang ditanam di sekitar taman membuatnya menjadi lebih segar dan asri. Bersantai di sini pada siang hari juga sangat asyik dengan angin semilir dan sinar matahari tertutupi rimbunnya pohon-pohon.",Taman Hiburan,Bandung,https://tempatpopuler.com/wp-content/uploads/2024/03/Taman-Vanda.webp
272,Taman Budaya Jawa Barat,"Taman Budaya Jawa Barat (TBJB) didirikan pada tahun 1991 di Kawasan Dago Tea House. TBJB memiliki fasilitas gedung teater tertutup, teater terbuka, ruang pameran, sekertariat, sanggar olah seni, wisma seni, dan cafetaria. Semua fasilitas tersebut diperuntunkan untuk kelancaran beraktifitas dan berkarya para warga Bandung, khususnya para seniman. TBJB menghelat berbagai macam agenda yang menarik seperti pementasan karya seni, lomba seni, eksperimentasi karya seni, seminar, workshop, sarasehan seni dan budaya, penerbitan buku, dsb.",Budaya,Bandung,https://emmanus.com/wp-content/uploads/2024/10/taman-budaya-jawa-barat.jpeg|https://dvgddkosknh6r.cloudfront.net/live/media/img/1706077146-rabu6.jpeg|https://dwijayantiw.wordpress.com/wp-content/uploads/2016/10/dsc00150-001.jpg
273,Curug Bugbrug,"Curug Bugbrug Sesuai dengan namanya kata Bugbrug dalam bahasa sunda adalah berarti bertumpuk atau tumpah tindih. Jadi apabila Anda ditanya kenapa air terjun di bandung ini dinamai Curug Bugbrug Maka jawabannya ialah karena air yang jatuh dari atas ke bawah itu seperti terlihat bertumpuk-tumpuk. Dan jatuhnya tersebut terdengar suara di dasar curug seperti ” brug…brug…brug ” begitu saking kerasnya. Curug yang berada di ketinggian 1.050 meter di atas permukaan air laut, memiliki ketinggian dari 50 meter tingginya dan lebar curug sekitar 2 meter. Tempat ini menjadi pusat buruan wisatawan yang berlibur ke bandung.",Cagar Alam,Bandung,https://assets.pikiran-rakyat.com/crop/0x0:0x0/720x0/webp/photo/2024/05/17/3918467444.jpg|https://mawaholiday.net/wp-content/uploads/2020/03/mawa-holiday-curug-bugbrug-cisarua-bandung2.jpg|https://s1-id.alongwalker.co/wp-content/uploads/2024/07/image-mengenal-wisata-alam-curug-bugbrug-air-terjun-tersembunyi-di-cisarua-bandung-e7c5bfb5c357bb2cccc4c79b584b19a4.jpg
274,Babakan Siliwangi City Forest Path Bandung,Forest walk Babakan Siliwangi adalah fasilitas publik berupa hutan kota. Hutan ini merupakan hutan kota yang masih aktif di kota Bandung hingga kini. Letaknya strategis berada di kawasan taman sari dekat dengan kampus ITB dan kebun binatang. Kawasan ini bernuansa sejuk karena didominasi oleh pepohonan yang rindang. Jembatan kayu dan besi yang saling terhubung mengelilingi kawasan ini menjadi jalan untuk menyusuri hutan. Pengunjung bisa berjalan di atas jembatan kayu sambil menikmati segarnya udara di kawasan hutan kota ini.,Cagar Alam,Bandung,https://dvgddkosknh6r.cloudfront.net/live/media/img/1718376804-jumat10.jpeg
